BackendId,Version,N,Precision,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Trial
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.64139,37743.6,0.570092,1,5
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.09405,65633.1,0.997926,1,5
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.15445,63793,0.968117,1,5
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.10547,65276.9,1,1,6
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.86446,47980.7,0.721387,1,6
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.89046,35327.2,0.5228,1,6
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.93564,34921.6,0.534658,1,6
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.76084,36544.7,0.571676,1,6
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.07556,66217.6,1.00289,1,6
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.02965,67715.7,1.02112,1,6
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.12187,64772.5,1,1,7
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.73283,50291.8,0.767303,1,7
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.95937,34712.4,0.534841,1,7
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.98215,34513.8,0.522924,1,7
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.57685,38424.6,0.576554,1,7
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.39071,57488.7,0.867036,1,7
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.4863,55278.5,0.850328,1,7
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.06312,66617.1,1,1,8
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.72893,50363.7,0.752968,1,8
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.91429,35112.1,0.527649,1,8
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.88643,35363.8,0.52491,1,8
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.59035,38280.1,0.56964,1,8
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.16904,63364.1,0.949511,1,8
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.23633,61457.4,0.919088,1,8
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.07119,66357.6,1,1,9
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.71627,50598.4,0.787766,1,9
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.00152,34346.7,0.545932,1,9
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,4.01297,34248.7,0.542851,1,9
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.60677,38105.8,0.596965,1,9
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.22071,61889.7,0.955535,1,9
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.38209,57696.8,0.904802,1,9
cublas_tc,cuBLAS Tensor Core,4096,fp16->fp32,cuBLAS Tensor Core,2.16892,63367.3,1,1,10
cutlass,CUTLASS official Blackwell auto-schedule GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.85372,48161.3,0.730136,1,10
tc2a,tc2a 2D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.96523,34661,0.536032,1,10
tc2b,tc2b 3D TMA SW128-SMEM TCGen05,4096,fp16->fp32,cuBLAS Tensor Core,3.89627,35274.5,0.535179,1,10
tc4a,tc4a warp-specialized TMA/TCGen05 pipeline,4096,fp16->fp32,cuBLAS Tensor Core,3.70187,37126.9,0.584949,1,10
tc5a,tc5a overlapped epilogue M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.37383,57897.5,0.909019,1,10
tc5b,tc5b hybrid fallback tc5a M128N256K64 TCGen05 GEMM,4096,fp16->fp32,cuBLAS Tensor Core,2.19345,62658.8,0.969583,1,10
