Precision,Stage,BackendId,BackendLabel,N,Reference,TimeMs,GFLOPS,RatioToReference,Matched,Status,Reason,Trial
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758371,28317.1,0.274821,1,ok,,1
NVFP4,q1,nvfp4_q1_native_fp4_mainloop,planned native FP4/NVFP4 mainloop,1024,cuBLAS/cuBLASLt precision reference,,,,0,missing,planned: replace FP16 mainloop + requant with native FP4/NVFP4 path,1
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0166954,128628,1.29573,1,ok,,1
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.0178957,120000,1.1707,1,ok,,1
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0171232,125414,1.25394,1,ok,,1
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51142,611.571,0.00454106,1,ok,,1
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26319,948.873,0.00706541,1,ok,,1
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.81012,1186.37,0.00883917,1,ok,,1
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38411,900.748,0.00668157,1,ok,,1
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.431162,4980.69,0.040575,1,ok,,1
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.410653,5229.44,0.0387208,1,ok,,1
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.528122,4066.27,0.0304899,1,ok,,1
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.403904,5316.82,0.0395262,1,ok,,1
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.015952,134622,0.998395,1,ok,,1
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.69022,581.939,0.00479537,1,ok,,1
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.33679,918.99,0.00746598,1,ok,,1
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80708,1188.37,0.00931447,1,ok,,1
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.77727,1208.31,0.00986503,1,ok,,1
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.41817,5135.44,0.0414913,1,ok,,1
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.431021,4982.32,0.0407739,1,ok,,1
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.41625,5159.12,0.0415136,1,ok,,1
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.62641,3428.24,0.027361,1,ok,,1
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.439568,4885.44,0.0388236,1,ok,,1
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.235923,9102.47,0.0745734,1,ok,,1
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.211024,10176.5,0.0833118,1,ok,,1
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.24065,8923.69,0.0720317,1,ok,,1
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197296,10884.6,0.0902928,1,ok,,1
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227741,9429.51,0.0749343,1,ok,,1
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.228083,9415.35,0.0835765,1,ok,,1
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.125558,17103.5,0.145347,1,ok,,1
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136099,15778.8,0.127977,1,ok,,1
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136163,15771.4,0.134638,1,ok,,1
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.396867,5411.09,0.0444683,1,ok,,1
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.0172544,124460,1.05768,1,ok,,1
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758454,28313.9,0.27482,1,ok,,2
NVFP4,q1,nvfp4_q1_native_fp4_mainloop,planned native FP4/NVFP4 mainloop,1024,cuBLAS/cuBLASLt precision reference,,,,0,missing,planned: replace FP16 mainloop + requant with native FP4/NVFP4 path,2
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0166061,129319,1.25952,1,ok,,2
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.0177568,120939,1.17773,1,ok,,2
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0170778,125747,1.22541,1,ok,,2
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51382,611.153,0.00456619,1,ok,,2
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26085,949.855,0.00710669,1,ok,,2
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.8115,1185.47,0.00883599,1,ok,,2
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38444,900.626,0.006682,1,ok,,2
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.430749,4985.47,0.0371223,1,ok,,2
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.412931,5200.58,0.0387861,1,ok,,2
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.527341,4072.29,0.0303955,1,ok,,2
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.403744,5318.92,0.0393992,1,ok,,2
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.0161984,132574,0.992098,1,ok,,2
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.68971,582.02,0.00475008,1,ok,,2
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.33219,920.801,0.00745736,1,ok,,2
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80388,1190.48,0.00979578,1,ok,,2
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.77795,1207.84,0.00956426,1,ok,,2
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.418173,5135.4,0.0413303,1,ok,,2
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.431395,4978,0.0404641,1,ok,,2
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.417213,5147.21,0.0419699,1,ok,,2
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.626243,3429.15,0.0273887,1,ok,,2
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.439904,4881.71,0.0399869,1,ok,,2
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.235338,9125.12,0.0746502,1,ok,,2
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.210986,10178.3,0.0827203,1,ok,,2
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.24073,8920.73,0.0725262,1,ok,,2
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197078,10896.6,0.0895806,1,ok,,2
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227789,9427.52,0.0775455,1,ok,,2
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.227578,9436.27,0.0763942,1,ok,,2
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.124634,17230.4,0.142472,1,ok,,2
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136029,15787,0.123644,1,ok,,2
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136762,15702.4,0.127077,1,ok,,2
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.396621,5414.45,0.0443023,1,ok,,2
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.0172864,124230,1.00759,1,ok,,2
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758691,28305.1,0.275704,1,ok,,3
NVFP4,q1,nvfp4_q1_native_fp4_mainloop,planned native FP4/NVFP4 mainloop,1024,cuBLAS/cuBLASLt precision reference,,,,0,missing,planned: replace FP16 mainloop + requant with native FP4/NVFP4 path,3
NVFP4,q2,nvfp4_q2_cutlass_72b_nvfp4,CUTLASS 72b block-scaled NVFP4 Tensor Core,1024,cuBLAS Tensor Core fp16->fp32,0.0165923,129426,1.26659,1,ok,,3
MXFP4,q0,mxfp4_q0_cutlass_72a_mxfp4_bf16,CUTLASS 72a MXFP4 BF16 default swizzle,1024,cuBLAS Tensor Core fp16->fp32,0.017912,119891,1.16728,1,ok,,3
MXFP4,q1,mxfp4_q1_cutlass_72a_swizzle1,CUTLASS 72a MXFP4 BF16 swizzle tuned,1024,cuBLAS Tensor Core fp16->fp32,0.0168915,127134,1.23559,1,ok,,3
FP8,q0,fp8_q0_cuda_naive,FP8 q0 naive CUDA baseline,1024,cuBLASLt FP8 E4M3,3.51272,611.346,0.00455943,1,ok,,3
FP8,q1,fp8_q1_cuda_vec4cols,FP8 q1 register-tiled four-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.26234,949.232,0.00709354,1,ok,,3
FP8,q2,fp8_q2_cuda_vec8cols,FP8 q2 register-tiled eight-column CUDA baseline,1024,cuBLASLt FP8 E4M3,1.8111,1185.73,0.00891392,1,ok,,3
FP8,q3,fp8_q3_cuda_vec16cols,FP8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLASLt FP8 E4M3,2.38376,900.882,0.00667719,1,ok,,3
FP8,q4,fp8_q4_mma_m16n8k32_global,FP8 q4 warp MMA M16N8K32 global-load Tensor Core,1024,cuBLASLt FP8 E4M3,0.432026,4970.73,0.0369534,1,ok,,3
FP8,q5,fp8_q5_mma_m16n8k32_smem64,FP8 q5 warp MMA M16N8K32 shared 64x64 tile,1024,cuBLASLt FP8 E4M3,0.419171,5123.17,0.037995,1,ok,,3
FP8,q6,fp8_q6_mma_m16n8k32_smem64x128,FP8 q6 warp MMA M16N8K32 shared 64x128 tile,1024,cuBLASLt FP8 E4M3,0.525914,4083.34,0.0305328,1,ok,,3
FP8,q7,fp8_q7_mma_m16n8k32_smem128x64,FP8 q7 warp MMA M16N8K32 shared 128x64 tile,1024,cuBLASLt FP8 E4M3,0.403837,5317.7,0.039723,1,ok,,3
FP8,q8,fp8_q8_cublaslt_matmul,FP8 q8 cuBLASLt matmul backend,1024,cuBLASLt FP8 E4M3,0.0160864,133497,1.00537,1,ok,,3
INT8,q0,int8_q0_cuda_naive,INT8 q0 naive CUDA baseline,1024,cuBLAS INT8,3.68963,582.032,0.00478747,1,ok,,3
INT8,q1,int8_q1_cuda_vec4cols,INT8 q1 register-tiled four-column CUDA baseline,1024,cuBLAS INT8,2.3355,919.497,0.00755642,1,ok,,3
INT8,q2,int8_q2_cuda_vec8cols,INT8 q2 register-tiled eight-column CUDA baseline,1024,cuBLAS INT8,1.80614,1188.99,0.00948411,1,ok,,3
INT8,q3,int8_q3_cuda_vec16cols,INT8 q3 register-tiled sixteen-column CUDA baseline,1024,cuBLAS INT8,1.7791,1207.06,0.0098135,1,ok,,3
INT8,q4,int8_q4_wmma_m16n16k16,INT8 q4 WMMA M16N16K16 Tensor Core baseline,1024,cuBLAS INT8,0.418266,5134.26,0.0420479,1,ok,,3
INT8,q5,int8_q5_wmma_m16n16k16_8warp,INT8 q5 WMMA M16N16K16 8-warps-per-block baseline,1024,cuBLAS INT8,0.430333,4990.29,0.0401029,1,ok,,3
INT8,q6,int8_q6_wmma_m32n8k16,INT8 q6 WMMA M32N8K16 Tensor Core baseline,1024,cuBLAS INT8,0.417357,5145.44,0.0419478,1,ok,,3
INT8,q7,int8_q7_wmma_m8n32k16,INT8 q7 WMMA M8N32K16 Tensor Core baseline,1024,cuBLAS INT8,0.626266,3429.03,0.0284863,1,ok,,3
INT8,q8,int8_q8_wmma_m32n64k16_smem,INT8 q8 WMMA M32N64K16 shared-memory staged baseline,1024,cuBLAS INT8,0.439562,4885.51,0.0402437,1,ok,,3
INT8,q9,int8_q9_wmma_m32n32k16_reuse_a,INT8 q9 WMMA M32N32K16 reuse-A baseline,1024,cuBLAS INT8,0.235971,9100.62,0.0743955,1,ok,,3
INT8,q10,int8_q10_wmma_m32n64k16_reuse_a,INT8 q10 WMMA M32N64K16 reuse-A baseline,1024,cuBLAS INT8,0.211264,10164.9,0.0826416,1,ok,,3
INT8,q11,int8_q11_wmma_m32n128k16_reuse_a,INT8 q11 WMMA M32N128K16 reuse-A pressure test,1024,cuBLAS INT8,0.239395,8970.45,0.0733582,1,ok,,3
INT8,q12,int8_q12_wmma_m128n64k16_4warp_reuse_a,INT8 q12 WMMA M128N64K16 4-warp reuse-A CTA,1024,cuBLAS INT8,0.197002,10900.8,0.0868379,1,ok,,3
INT8,q13,int8_q13_wmma_m128n128k16_8warp_reuse_a,INT8 q13 WMMA M128N128K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.226707,9472.5,0.0755865,1,ok,,3
INT8,q14,int8_q14_wmma_m256n64k16_8warp_reuse_a,INT8 q14 WMMA M256N64K16 8-warp reuse-A CTA,1024,cuBLAS INT8,0.228064,9416.15,0.0761471,1,ok,,3
INT8,q15,int8_q15_wmma_m128n64k16_4warp_reuse_a_bcol,INT8 q15 WMMA M128N64K16 4-warp reuse-A B-col layout,1024,cuBLAS INT8,0.125667,17088.7,0.13883,1,ok,,3
INT8,q16,int8_q16_wmma_m128n128k16_8warp_reuse_a_bcol,INT8 q16 WMMA M128N128K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.135674,15828.3,0.126728,1,ok,,3
INT8,q17,int8_q17_wmma_m256n64k16_8warp_reuse_a_bcol,INT8 q17 WMMA M256N64K16 8-warp reuse-A B-col layout,1024,cuBLAS INT8,0.136166,15771,0.129066,1,ok,,3
INT8,q18,int8_q18_mma_m16n8k32_smem64,INT8 q18 inline MMA M16N8K32 shared 64x64 tile,1024,cuBLAS INT8,0.397222,5406.25,0.0434457,1,ok,,3
INT8,q19,int8_q19_cublas_gemmex,INT8 q19 cuBLAS GemmEx backend,1024,cuBLAS INT8,0.0182528,117652,1.0021,1,ok,,3
NVFP4,q0,nvfp4_q0_tc6_fused_epilogue,reuse GEMMsm110 tc6 fused NVFP4 epilogue,1024,cuBLAS Tensor Core quantized,0.0758163,28324.8,0.275031,1,ok,,4
