phase,case_id,valid,invalid_reason,gpu,compute_capability,driver,cuda_version,sm_clock_mhz,mem_clock_mhz,temperature_c,power_w,telemetry_status,dtype,n,q,iterations,repeat,run_order,mode,d_mode,addr_mode,collector,input_d,wait_hint,active_blocks_request,launch_blocks,interference,interference_ops,clock64_cycles,clock64_cycles_p10,clock64_cycles_p50,clock64_cycles_p90,clock64_cycles_cv,cycles_per_mma,event_ms,event_ms_p10,event_ms_p50,event_ms_p90,event_ms_cv,clock64_full_grid_tflops,event_wall_tflops,poll_count,max_abs_error,guard_ok,sass_hash,sass_utchmma,sass_trywait,sass_syncthreads,sass_ld_shared,sass_ld_global,sass_utcld,sass_utcst,notes
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,7,batch,ring,same,discard,1,0,0,20,l1_hit_global,32,328724.0,,,,,171.21041666666667,1.141312,,,,,96.46067290492935,17.63992597992486,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,8,batch,ring,same,discard,1,0,0,20,predicated_off_load,32,314626.0,,,,,163.86770833333333,0.919264,,,,,100.78295576335077,21.900845894106588,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,8,batch,ring,same,discard,1,0,0,20,predicated_off_load,32,314704.0,,,,,163.90833333333333,0.916736,,,,,100.75797651126138,21.961239877129294,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_predicated_off_load_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,8,batch,ring,same,discard,1,0,0,20,predicated_off_load,32,314654.0,,,,,163.88229166666667,0.915264,,,,,100.77398742746,21.99655968114118,2400,0.000000000,1,ab3b4101957f9c8010e2eb4e5341453bab7aedd5e251237bf293d698d9aeadd2,16,3,79,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,9,batch,ring,same,discard,1,0,0,20,interference_only,0,2779.0,,,,,,0.234336,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,9,batch,ring,same,discard,1,0,0,20,interference_only,0,2786.0,,,,,,0.236032,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_interference_only_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,9,batch,ring,same,discard,1,0,0,20,interference_only,0,2783.0,,,,,,0.236832,,,,,,,0,0.000000000,1,558ace589b91c158c9a26d7128e6298175865b9f41fd10a3b702f8ad74bc8b8a,0,2,79,311,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,10,batch,ring,same,discard,1,0,0,20,l1_hit_global,0,324395.0,,,,,168.95572916666666,0.539616,,,,,97.74792533793678,37.309233232520896,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,10,batch,ring,same,discard,1,0,0,20,l1_hit_global,0,324601.0,,,,,169.06302083333333,0.533472,,,,,97.68589203360433,37.73892387979126,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_l1_hit_global_ops0,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,10,batch,ring,same,discard,1,0,0,20,l1_hit_global,0,324448.0,,,,,168.98333333333332,0.534848,,,,,97.73195778676399,37.6418331937298,2400,0.000000000,1,eb18a455f469b22b7f841c99aba5df994b59bae61d488b139297d9f8a15d353f,16,3,49,39,498,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_register_alu_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,0,11,batch,ring,same,discard,1,0,0,20,register_alu,32,314531.0,,,,,163.81822916666667,0.90032,,,,,100.81339594507378,22.361670517149456,2400,0.000000000,1,f850866e5d6746de0392912d36de20f735fdc1b0bd620cf530686fb306baebef,16,3,81,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_register_alu_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,1,11,batch,ring,same,discard,1,0,0,20,register_alu,32,314514.0,,,,,163.809375,0.902336,,,,,100.81884507525898,22.31171005035818,2400,0.000000000,1,f850866e5d6746de0392912d36de20f735fdc1b0bd620cf530686fb306baebef,16,3,81,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
ldshared,v2_ldshared_bf16_n128_q16_batch_ring_in1_same_discard_h0_b0_register_alu_ops32,1,,NVIDIA Thor,11.0,580.00,13.0,1575.000,,,,mem_clock_mhz:unavailable;temperature_c:unavailable;power_w:unavailable;sm_clock_mhz:sysfs_or_default,bf16,128,16,120,2,11,batch,ring,same,discard,1,0,0,20,register_alu,32,314440.0,,,,,163.77083333333334,0.903904,,,,,100.84257168299199,22.273005982936237,2400,0.000000000,1,f850866e5d6746de0392912d36de20f735fdc1b0bd620cf530686fb306baebef,16,3,81,39,2,0,0,"static single-case binary; CUDA event includes setup/readback, clock64 covers timed window"
